Ana_Full,,,,,,,,,
Unnamed: 0,Year,Test_Type,Question,Subquestion,Student_ID,Response,GPT_Score,Actual_Score,nth_trial
683,2022,BC,6,d,C,"- f′(1/6) = 1 - (1/6)² + (1/6)⁴ - (1/6)⁶ + …
  - Criteria 1-1: 1/1 points  
    Justification: The response correctly identifies this as a geometric series with a = 1 and r = −1/36 and arrives at the sum 36/37.

- total points: 1 out of 1",1,0,6
710,2023,BC,3,a,C,"- The solution curve clearly passes through the point (0, 5), follows the given slopes, and stays below M = 40.  
  - Criteria 1-1: 1/1  

- total points: 1 out of 1",1,0,6
761,2024,BC,1,d,C,"- 1st Sentence:  
  “C′(t) is changing at an increasing rate as the evaluation of ∫₁₂²⁰ C″(t) dt ends up as a positive rate.”

  - Criteria 1-1 (Correct statement that C″(t) is positive or has a positive integral over 12 < t < 20, implying C′(t) is increasing): 1/1 point

- total points: 1 out of 1

Justification: The response states that the integral of C″(t) from 12 to 20 is positive, thereby indicating that C″(t) > 0 on that interval.  Since C″(t) > 0 means the first derivative C′(t) is increasing, the student correctly concludes that the coffee’s temperature is changing at an increasing rate, thus earning the point.",1,0,6
779,2024,BC,3,b,C,"- First line/expression: “(H−1)cos(t/2) appears in the derivative and a sign‐chart is attempted.”  
  - Crit 1 (Recognizes that dH/dt depends on cos(t/2) and considers its sign): 1/1

- Second line/expression: “Concludes t = 3/2 is the critical point.”  
  - Crit 2 (Identifies t = π as the correct critical point in 0 < t < 5): 0/1

- Third line/expression: “States t = 3/2 is a relative minimum.”  
  - Crit 3 (Correctly classifies t = π as a relative maximum with justification): 0/1

- total points : 1 out of 3",1,0,6
788,2024,BC,4,b,C,"- 1st Sentence: “x = 4.”  
  - Criteria (Fundamental Theorem of Calculus / explicitly stating g′(x) = f(x)): 0/1  
    (No explicit mention that g′(x) = f(x).)  
- 2nd Sentence: “Critical points match intersections when taking derivative equation.”  
  - Criteria (Correct critical point and reason): 1/1  
    (Correctly identifies x = 4 as the critical point in [0,6] and gives at least a minimal reason.)  

- total points : 1 out of 2",1,0,6
844,2022,AB,3,b,B,"- 1st Sentence: “point of inflection is where f″(x)=0 (horizontal tangent)”  
  - Criteria (Answer): 0/1 points  
    - Does not identify both x=2 and x=6 as inflection points; only mentions the idea that f″(x)=0.  
  - Criteria (Justification): 0/1 points  
    - Merely stating “horizontal tangent”/“f″(x)=0” is not tied to whether f′(x) goes from decreasing to increasing (or vice versa); insufficient linkage to the graph of f′.  

- 2nd Sentence: “There is a horizontal tangent at the bottom of the semicircle, at x=2.”  
  - (No additional points to award; the response still omits x=6 entirely and does not demonstrate the required sign‐change reasoning for f′.)  

- total points: 1 out of 2  

Explanation:  
• The response does correctly note that x=2 can be a point of inflection, so it can earn 1 point under the rule that mentioning one correct inflection point with (some) reasoning may receive partial credit.  
• However, the answer does not cite x=6 and does not fully explain that f′(x) changes from decreasing to increasing or vice versa, so it does not earn the second point.",1,0,5
870,2022,AB,5,c,A,"- 1st Sentence  
  - Criteria 1-1: 1/1 (They state that the function is concave upward and conclude the tangent-line approximation lies below the actual curve, thus it is an underestimate.)  
- total points : 1 out of 1",1,0,5
872,2022,AB,5,c,C,"- 1st Sentence: ""Because f''(x) > 0 and concave up, f(0.8) was an underestimate.""  
  - Criteria 1-1 (Answer with reason; 1 point): 1/1

- total points : 1 out of 1",1,0,5
907,2023,AB,2,c,B,"- ∫(20 to 80) v(t) dt or equivalent approach  
  - Criteria (Integral): 1/1  
    The student correctly uses the difference of antiderivatives at 20 and 80 seconds, which is an acceptable equivalent to ∫(20 to 80) v(t) dt.

- Distance ≈ 23.09 meters  
  - Criteria (Answer): 0/1  
    The reported distance does not match the required 23.383 or 23.384 (within acceptable rounding), so this point is not earned.

- total points : 1 out of 2",1,0,5
914,2023,AB,3,a,C,"- The provided sketch  
  - Criteria (Solution curve through (0,5), lying below M=40, consistent with slope field): 1/1  

- total points : 1 out of 1",1,0,5
944,2023,AB,6,d,C,"- 1st Mathematical expression/statement in the work:  
  “dy/dt = 2(-2) / ((-2)² − 2(1/2)) … = −4/3 … = −4/5”  
  - Criteria (d)–1: Uses or shows evidence of implicit differentiation (or the chain rule) correctly.  
    → Earned 1/1 point.  
    (They do correctly arrive at –4/3 for dy/dx at one stage, indicating a correct partial‐derivative step.)  
  - Criteria (d)–2: Correct final numeric answer of dy/dt = –8/9 at (x, y) = (1/2, –2).  
    → Earned 0/1 points.  
    (They ended with –4/5 instead of –8/9, so the final rate is incorrect.)

- total points : 1 out of 2",1,0,5
972,2024,AB,1,d,C,"- 1st Sentence:  
  “C′(t) is changing at an increasing rate as the evaluation from t=12 to t=20 of C″(t) dt ends up as a positive rate.”  
  - Criteria (Reason references the sign of C″(t) over 12<t<20): 1/1

- total points: 1 out of 1  

Justification:  
The response correctly concludes the rate of change is increasing by indicating that the integral of C″(t) from 12 to 20 is positive, thereby referencing that C″(t) itself is positive on that interval. This satisfies the requirement that the reason involve the sign of the second derivative.",1,0,5
974,2024,AB,2,a,B,"- 1st Sentence or Mathematical expression (""tₑ = 1.426"")  
  - Criteria 1-1 (value of tᵣ): earned 1/1  
    • The response identifies tᵣ ≈ 1.426, which is correct per the model solution.

- 2nd Sentence or Explanation (""The particle is moving to the left…"")  
  - Criteria 2-1 (direction with explanation): earned 0/1  
    • The correct direction on 0 < t < tᵣ is to the right (v(t) > 0), but the response says left.

- total points: 1 out of 2",1,0,5
999,2024,AB,4,b,C,"- “t = 4”  
  - Criteria (Fundamental Theorem connection: g′(x) = f(x)): 0/1 (No explicit statement that g′ = f )  
  - Criteria (Correct critical‐point conclusion/reasoning): 1/1 (Identifies x = 4 as the critical point and cites the derivative)  

- total points : 1 out of 2",1,0,5
1005,2024,AB,5,a,C,"- “3 + 4 y = −4” was used to find the slope as −7/4; the correct slope at (2, 4) should be −4/19.  
  - Criteria (Slope of tangent line at (2,4)): earned 0/1 point

- The response then uses L(x) = 4 + (−7/4)(3 − 2) to approximate y(3) = 9/4.  Although the slope is incorrect, it is a declared nonzero slope used for x=3 through (2,4).  
  - Criteria (Approximation at x=3 using the declared slope): earned 1/1 point

- total points : 1 out of 2",1,0,5
1051,2022,BC,3,b,B,"- 1st Sentence: ""point of inflection is where f''(x)=0 (horizontal tangent).""
  - Criteria (Answer): 0/1  
    (Does not identify both x=2 and x=6.)

- 2nd Sentence: ""There is a horizontal tangent at the bottom of the semicircle, at x=2.""
  - Criteria (Justification): 1/1  
    (Correctly connects x=2 to a local extremum of f′.)

- total points : 1 out of 2",1,0,5
1089,2022,BC,6,d,A,"- f′(1/6) = 1 − (1/6)² + (1/6)⁴ − (1/6)⁶ + … = 36/37  
  - Criteria (d)-1: Earned 1/1 point (the response correctly identifies the geometric series and sums it to 36/37)

- total points : 1 out of 1",1,0,5
1091,2022,BC,6,d,C,"- f′(1/6) = 1 − (1/6)² + (1/6)⁴ − (1/6)⁶ + ⋯  
  - Criteria (d)-1: 1 point / 1 point  
    - Justification: The response correctly identifies the derivative as a geometric series with a = 1 and r = −1/36, and then applies the formula for the sum of a geometric series to find f′(1/6) = 36/37.  

- total points: 1 out of 1",1,0,5
1118,2023,BC,3,a,C,"- The sketched solution curve passes through (0, 5), follows the slope indications, remains below M = 40, and shows no conflicts with the field.  
  - Criteria 1-1: 1/1 point

- total points: 1 out of 1",1,0,5
1124,2023,BC,3,c,C,"- “40−M  
   16  = d²M/dt²”  
  - Criteria (expression for d²M/dt²): 0/1 points  
    - The student has omitted the negative sign. The correct second derivative is d²M/dt² = −(40−M)/16, so this expression is incorrect.  

- “(At t=2) … is positive … thus the graph is concave down … overestimate”  
  - Criteria (over/under estimate with reason): 1/1 points  
    - Despite the incorrect sign, the student does state that the function is concave down and that the tangent‐line approximation is therefore an overestimate, satisfying the requirement for the second point.  

- total points: 1 out of 2",1,0,5
1145,2023,BC,5,b,C,"- “lim(b → ∞) ∫₀ᵇ (12/(3 + x))² dx”  
  - Criteria (b)–1 (Correct use of limit notation and correct integrand): 1/1  
    Justification: The student correctly sets up the improper integral with (12/(3 + x))² and uses limit notation from 0 to b as b → ∞.

- “∫ 144 / (x² + 6x + 9) dx = 144 ln|x² + 6x + 9| + C”  
  - Criteria (b)–2 (Correct antiderivative): 0/1  
    Justification: This is the wrong antiderivative. The correct antiderivative of 144/(3 + x)² is −144/(3 + x). Using a logarithmic form here is incorrect.

- “Conclusion: Integral diverges”  
  - Criteria (b)–3 (Correct final answer): 0/1  
    Justification: Concluding divergence is incorrect. The correct value of the integral is 48.

- total points: 1 out of 3",1,0,5
1148,2023,BC,5,c,C,"- First identification (attempt at “integration by parts”):  
  - Criteria (choosing u = x and dv = f′(x)dx or equivalent): earned 1/1  
  - The student does identify the product x·f′(x) as an integration‐by‐parts setup.

- Second step (correct expression ∫x f′(x)dx = x f(x) − ∫f(x)dx):  
  - Criteria (showing x f(x) − ∫f(x)dx in the work): 0/1  
  - The submission omits the “− ∫f(x)dx” term entirely and proceeds only with x f(x) evaluated at the bounds.

- Final numeric answer (–4):  
  - Criteria (correct final result): 0/1  
  - The student’s final numerical value is 6, not –4.

- total points : 1 out of 3",1,0,5
1169,2024,BC,1,d,C,"- “C′(t) is changing at an increasing rate as the evaluation ∫ from 12 to 20 of C″(t) dt ends up as a positive rate.”  
  - Criteria (Correct reasoning that C″(t) > 0 ⇒ rate of change is increasing): earned 1/1

- total points: 1 out of 1",1,0,5
1196,2024,BC,4,b,C,"1) “x = 4. Critical points match intersections when taking derivative equation.”  
   • Criteria (Fundamental Theorem of Calculus; explicitly stating g′(x) = f(x)): 0/1  
   • Criteria (Correct critical point and reason—derivative = 0 ⇒ x = 4): 1/1  

- total points: 1 out of 2",1,0,5
1252,2022,AB,3,b,B,"- 1st Sentence: “point of inflection is where fʺ(x) = 0 (horizontal tangent). There is a horizontal tangent at the bottom of the semicircle at x=2.”  
  - Criteria 1-1 (Answer): 0/1  
    (Does not identify both x=2 and x=6 as inflection points; only mentions x=2.)  
  - Criteria 1-2 (Justification): 1/1  
    (Correctly links x=2 to a local extremum of f′(x) on the semicircle, indicating a change in concavity.)

- total points: 1 out of 2",1,0,4
1278,2022,AB,5,c,A,"- 1st Sentence  
  - Criteria (Answer with reason): 1/1  

- total points : 1 out of 1",1,0,4
1280,2022,AB,5,c,C,"- 1st Sentence: ""Because fʺ(x) > 0 and concave up, f(0.8) was an underestimate.""  
  - Criteria c-1 (Answer with reason using fʺ(x) > 0/f is concave up): 1/1 point  

- total points : 1 out of 1",1,0,4
1315,2023,AB,2,c,B,"- ∫₍20₎⁽80⁾ v(t) dt  
  - Criteria (Integral): 1/1 point  
- Answer = 23.0942 meters  
  - Criteria (Correct numerical value 23.384±…): 0/1 point  

- total points : 1 out of 2",1,0,4
1322,2023,AB,3,a,C,"- The solution curve passes through (0,5), follows the slope field without obvious conflicts, and remains below M=40.  
  - Criteria 1-1 : 1/1  

- total points : 1 out of 1",1,0,4
1382,2024,AB,1,d,C,"- 1st Sentence:  
  “C′(t) is changing at an increasing rate as the evaluation from 12 to 20 of C″(t) dt ends up as a positive rate.”  
  - Criteria (correct reference to C″(t) being positive and concluding that C′(t) is increasing) : 1 / 1  

- total points : 1 out of 1",1,0,4
1384,2024,AB,2,a,B,"- t₍R₎ = 1.426  
  - Criteria (t₍R₎ found): 1 / 1 (earned)  
- “The particle is moving to the left on 0 < t < 1.426…”  
  - Criteria (direction with explanation): 0 / 1 (not earned; direction is incorrect)  

- total points: 1 out of 2",1,0,4
1409,2024,AB,4,b,C,"- 1st Statement: “x = 4. Critical points match intersections when taking derivative equation.”  
  - Criteria b1 (connection g′(x) = f(x)): 0/1 points  
    - The response does not state explicitly or clearly imply that g′(x) = f(x).  
  - Criteria b2 (answer x=4 with a reason): 1/1 point  
    - The student identifies x=4 as the critical point in [0,6] and gives a (though brief) reason tying critical points to where the derivative is zero.

- total points: 1 out of 2",1,0,4
1415,2024,AB,5,a,C,"- “3+4y = -4 ⇒ slope = −7/4”  
  • Criteria (slope of tangent line at (2,4)): 0/1 (The correct slope is −4/19, but −7/4 was used.)

- “y(3) = 4 + (−7/4)(3−2) = 9/4”  
  • Criteria (linear approximation at x=3): 1/1 (They did use a linear‐approximation formula at x=3 with their declared slope.)

- total points: 1 out of 2",1,0,4
1459,2022,BC,3,b,B,"- 1st Sentence: “point of inflection is where fʺ(x)=0 (horizontal tangent). There is a horizontal tangent at the bottom of the semicircle, at x=2.”  
  - Criteria 1‑1 (Answer): 0/1 points  
    (Does not list x=6, so the set of inflection points is incomplete.)  
  - Criteria 1‑2 (Justification): 1/1 points  
    (Correctly identifies that x=2 is a local extremum of f′, implying f′ changes slope there.)

- total points: 1 out of 2",1,0,4
1487,2022,BC,5,c,C,"- v = ∫₃^∞ (1/x² - 0)² dx ⇒ v = ∫₃^∞ 1/x⁴ dx  
  - (c1) Improper‐integral setup from 3 to ∞ with a nonzero constant: 1/1  
  - (c2) Correct antiderivative for 1/x⁴: 0/1  

- 4 ln(x) ∣₃^∞ ⇒ 4 − 4 ln(3)  
  - (c3) Correct final evaluation (including π and correct limit): 0/1  

- total points : 1 out of 3",1,0,4
1497,2022,BC,6,d,A,"- f′(1/6) = 1 – (1/6)² + (1/6)⁴ – (1/6)⁶ + …
  - Criteria 1-1: Correct recognition of the geometric series and correct sum (36/37) → earned 1/1

- total points : 1 out of 1",1,0,4
1499,2022,BC,6,d,C,"- f′(1/6) = 1 − (1/6)² + (1/6)⁴ − (1/6)⁶ + … = 36/37  
  - Criteria (d1): 1 point / 1 point (Correctly identifies the series as geometric and obtains 36/37)

- total points: 1 out of 1",1,0,4
1526,2023,BC,3,a,C,"- The sketched solution curve passes through (0,5) and remains below M = 40 with no apparent conflicts.  
  - Criteria (solution curve): 1/1 point  

- total points : 1 out of 1",1,0,4
1553,2023,BC,5,b,C,"- 1st Mathematical Expression:  
  “lim(b → ∞) ∫₀^b (12 / (3 + x))² dx.”  
  - Criteria (Correct limit‐of‐integration setup): 1 / 1  
  - The responder does write the improper integral as a limit from 0 to b as b → ∞.

- 2nd Mathematical Expression:  
  Using “144 ln|x² + 6x + 9|” as the antiderivative and concluding the integral “diverges.”  
  - Criteria (Correct antiderivative of 144 / (3 + x)²): 0 / 1  
    - The actual antiderivative should be −144 / (3 + x).  
  - Criteria (Correct final answer, 48): 0 / 1  

- total points: 1 out of 3",1,0,4
1556,2023,BC,5,c,C,"- First‐step setup (integration by parts choice of u and dv)  
  • Criteria (c)–1: 1/1 point  
    The work shows an attempt to treat x as the factor to be differentiated and f′(x) as the factor to be integrated, so this point is earned.

- Correct integral formula  
  • Criteria (c)–2: 0/1 point  
    The student’s work omits the “−∫f(x)dx” part of the integration‐by‐parts result and thus does not present the complete formula ∫ x f′(x) dx = x f(x) − ∫ f(x) dx. This point is not earned.

- Final numeric answer  
  • Criteria (c)–3: 0/1 point  
    The final reported value is 6 instead of −4 (which requires subtracting ∫₀³ f(x) dx = 10). Hence this point is not earned.

– total points : 1 out of 3",1,0,4
1577,2024,BC,1,d,C,"- (C′(t)) is changing at an increasing rate as the evaluation ∫(from 12 to 20) Cʺ(t) dt ends up as a positive rate.
  - Criteria (correct conclusion and correct reasoning referencing sign of Cʺ(t)): earned 1/1

- total points : 1 out of 1",1,0,4
1595,2024,BC,3,b,C,"- 1st Mathematical/Explanatory Step  
  • Criterion (Sign Analysis): The work includes a sign chart (showing negative/positive regions for the derivative), which counts as “considering the sign of dH/dt.”  
    → Earned 1/1 point

- 2nd Claim (“t = 3/2 is a critical point”)  
  • Criterion (Correct Critical Point): The correct critical point in (0,5) is t = π, not 3/2.  
    → Earned 0/1 point

- 3rd Claim (“t = 3/2 is a relative minimum”)  
  • Criterion (Relative Max with Justification): The correct conclusion is that t = π is a relative maximum (with sign justification).  
    → Earned 0/1 point

----------------------------------------------------------------------
total points : 1 out of 3",1,0,4
1604,2024,BC,4,b,C,"- “x=4”  
  – Criteria (b1) (connection g′=f): 0/1 (The response does not explicitly or implicitly state g′(x) = f(x).)  

- “Critical points match intersections when taking derivative equation.”  
  – Criteria (b2) (correct critical point with reason): 1/1 (The response correctly identifies x=4 as the only critical point and gives at least a minimal reason referencing the derivative being zero.)  

- total points: 1 out of 2",1,0,4
1660,2022,AB,3,b,B,"- 1st Sentence: “point of inflection B where F''(x) = 0 (horizontal tangent)”  
  • Criteria 1‑1 (Answer): 0 / 1  
    – Does not correctly identify both x = 2 and x = 6.  
  • Criteria 1‑2 (Justification): 0 / 1  
    – Does not use the graph of f′(x) to justify why x = 2 (or x = 6) is an inflection point.

- 2nd Sentence: “There is a horizontal tangent at the bottom of the semicircle, at x = 2.”  
  • Criteria 2‑1 (Answer/Justification): 1 / 1  
    – Correctly identifies x = 2 as an inflection point and ties it to a local extremum (bottom of the semicircle) in f′(x).

- total points: 1 out of 2",1,0,3
1686,2022,AB,5,c,A,"- 1st Sentence  
  - Criteria 1-1 (Answer with reason, mentioning concavity and correctness of under/overestimation): 1/1  

- total points : 1 out of 1",1,0,3
1688,2022,AB,5,c,C,"- 1st Sentence: ""Because fʺ(x) > 0 and concave up, f(0.8) was an underestimate.""  
  - Criteria 1-1 (Answer with reason mentioning concavity and conclude underestimate): 1/1

- total points : 1 out of 1",1,0,3
1708,2023,AB,1,b,B,"- First statement (“Yes, there must exist a value … the rate increases and then decreases.”)  
  - Criterion ( f(60)=f(120) or f(120)−f(60)=0 ):  
    • The response does note that the flow rate at 60 s ( 0.1 ) and at 120 s ( 0.1 ) is the same, so this is effectively satisfied.  
    ⇒ Earned 1/1  
  - Criterion ( Correct invocation of MVT/Rolle’s Theorem and continuity ):  
    • Although the reasoning that the rate “goes up and comes back down” is intuitively correct, the response does not explicitly invoke the Mean Value Theorem (or Rolle’s Theorem) nor state that “f is differentiable ⇒ f is continuous” in an argument.  The rubric explicitly requires mentioning continuity (or differentiability) along with a theorem‐based justification.  
    ⇒ Not earned 0/1  

- total points : 1 out of 2",1,0,3
1723,2023,AB,2,c,B,"- “The position at time 20 is 18.5887 m, the position at time 80 is 41.4437 m”  
  - Criteria (c)‑1 (Integral setup ∫₍20₎⁸⁰v(t) dt or equivalent): earned 1/1  
    Justification:  Subtracting position(20) from position(80) is a valid equivalent to ∫₍20₎⁸⁰v(t) dt.  

- “The distance between those positions is 23.0892 m”  
  - Criteria (c)‑2 (Correct numerical answer ≈ 23.383 or 23.384): earned 0/1  
    Justification:  23.0892 m is not within acceptable rounding of 23.383 m or 23.384 m.  

- total points : 1 out of 2",1,0,3
1727,2023,AB,2,d,C,"- ∫₀⁹⁰ 2.38 e^(-0.02t) sin(π/56 × t) dt  
  - Criteria (d)-1 (Integral with |v(t)| or equivalent): 0/1  
    (No absolute‐value notation shown.)  

- 62.164  
  - Criteria (d)-2 (Numerical answer): 1/1  

- total points: 1 out of 2",1,0,3
1730,2023,AB,3,a,C,"- “The solution curve, as drawn, passes through the point (0,5), stays entirely below M = 40, shows no conflict with the given slope indications, and extends appropriately in the provided window.”  
  - Criteria 1-1: Passes through (0,5): 1/1  
  - Criteria 1-2: Stays below M=40: 1/1  
  - Criteria 1-3: No obvious conflicts with slope lines: 1/1  
  - Criteria 1-4: Extends reasonably across the slope field: 1/1  

- total points: 1 out of 1",1,0,3
1790,2024,AB,1,d,C,"- 1st Sentence:  
  - Criteria (correct reference to the sign of Cʺ(t)): earned 1/1 point  
    → The response cites that “the evaluation ∫(12 to 20) Cʺ(t) dt ends up as a positive rate,” which indicates Cʺ(t) is positive overall on (12, 20) and thus that the temperature is changing at an increasing rate.

- total points: 1 out of 1",1,0,3
1792,2024,AB,2,a,B,"- tᵣ = 1.426  
  - Criteria a-1 (correct rest time): 1/1  
- “The particle is moving to the left for 0 < t < 1.426 …”  
  - Criteria a-2 (direction with valid reasoning): 0/1  
- total points : 1 out of 2",1,0,3
1817,2024,AB,4,b,C,"- “x = 4”  
  - Criteria (Fundamental Theorem of Calculus: explicitly stating g′(x) = f(x)): 0/1  
    (Not explicitly stated.)  
  - Criteria (Correct critical point with reason): 1/1  
    (Identifies x = 4 in [0,6] and gives at least a minimal indication that the derivative is zero there.)

– total points: 1 out of 2",1,0,3
1823,2024,AB,5,a,C,"- “Slope calculation:  they use −7/4 as the derivative at (2, 4).”  
  - Criteria (slope of tangent line must be −4/19): 0/1

- “Linear approximation at x = 3:  y ≈ 4 + (−7/4)(3 − 2) = 9/4.”  
  - Criteria (uses declared slope in a linear approximation at x = 3): 1/1  

- total points: 1 out of 2",1,0,3
1867,2022,BC,3,b,B,"- “point of inflection is where f″(x)=0 (horizontal tangent) […] at the bottom of the semicircle, at x=2.”  
  - Criteria (Answer): 0/1 points  
    - The response identifies x=2 but omits x=6, so it does not include all required inflection points.  
  - Criteria (Justification): 1/1 points  
    - By noting that f′ has a local extremum (the bottom of the semicircle) at x=2, the response gives a correct reason for an inflection point at x=2.  

– total points: 1 out of 2",1,0,3
1895,2022,BC,5,c,C,"- 1st Mathematical expression:  
  v = ∫₃^∞ (1/x²)² dx  
  - Criteria 1 (improper‐integral setup with a nonzero constant): 1/1 point  
    • The student correctly sets up the integrand 1/x⁴ from 3 to ∞ (though missing the factor of π, the rubric allows any nonzero constant c to earn this setup point).

- 2nd Mathematical expression:  
  v = ∫₃^∞ 1/x⁴ dx → 4 ln(x) |₃^∞ = 4 − 4 ln(3)  
  - Criteria 2 (correct antiderivative): 0/1 point  
    • The student’s antiderivative 4 ln(x) is incorrect; the correct antiderivative of 1/x⁴ is −1/(3x³).  
  - Criteria 3 (final answer): 0/1 point  
    • Because the antiderivative is incorrect and the π‐factor is missing, the final answer is also incorrect.

- total points: 1 out of 3",1,0,3
1907,2022,BC,6,d,C,"- f′(1/6) = 1 − (1/6)² + (1/6)⁴ − (1/6)⁶ + …  
  - Criteria (d)-1: Earned 1/1 (Correct recognition and summation of the geometric series, yielding 36/37.)

- total points: 1 out of 1

Detailed Justification:  
• The response correctly identifies f′(1/6) as a geometric series with first term 1 and common ratio −1/36.  
• Summing this series gives 36/37.  
• This matches the required result from the rubric, so full credit is awarded.",1,0,3
1934,2023,BC,3,a,C,"- The sketched solution curve correctly passes through (0,5), remains below M=40, and follows the direction of the given slope field  
  - Criteria (a): 1/1

- total points: 1 out of 1",1,0,3
1940,2023,BC,3,c,C,"- 1st Mathematical Expression (“(40 − M)/16 = d²M/dt² at t=2 … ”)  
  • Criterion (correct expression for d²M/dt² = −(1/16)(40 − M)):  
    – Not earned. The response omits the required negative sign and presents d²M/dt² as positive instead of negative.  

- 2nd Statement (“…thus the graph is concave down, meaning that it is an overestimate…” )  
  • Criterion (recognizes that M is concave down and hence the tangent‐line approximation is an overestimate):  
    – Earned. Despite the sign mistake earlier, the response does conclude that the function is concave down and that the tangent‐line approximation is therefore an overestimate.  

- total points : 1 out of 2",1,0,3
1961,2023,BC,5,b,C,"- “∫₀^∞ (g(x))² dx  ⇒  lim(b→∞) ∫₀ᵇ (g(x))² dx”  
  - Criteria (limit‐notation): 1/1 point (the work does use a proper limit as b→∞)

- “144 ∫₀ᵇ 1 / (x² + 6x + 9) dx  ⇒ 144 ln|x² + 6x + 9| … ⇒ ∞”  
  - Criteria (antiderivative): 0/1 point (the integrand 1/(x+3)² is integrated incorrectly; it should produce −1/(x+3) rather than ln|…| )

- Conclusion “integral diverges”  
  - Criteria (final answer): 0/1 point (the correct value is 48, so this is incorrect)

- total points: 1 out of 3",1,0,3
1963,2023,BC,5,c,B,"- First line/expression:  “∫₀³ x·f′(x) dx ⇒ x·f(x) – ∫ f′(x) dx”  
  • Criterion (c1) [Integration‐by‐parts setup]: 1 / 1  
     – They do attempt integration by parts by pairing x with f′(x).  
  • Criterion (c2) [Correct integrand afterward]: 0 / 1  
     – The correct formula after setting u = x, dv = f′(x) dx should be  
       x f(x) – ∫ f(x) dx; instead, they wrote ∫ f′(x) dx, which is a misstep.

- Second line/expression: final numeric answer “8”  
  • Criterion (c3) [Correct final answer]: 0 / 1  
     – The correct definite integral value is –4, not 8.

————————————————————  
total points : 1 out of 3",1,0,3
1964,2023,BC,5,c,C,"- Integration by parts setup  
  - Criteria (c‐1): Correctly identifies or implies u = x and dv = f′(x)dx.  
    ⇒ Earned 1/1 (the work shows h(x) = x f′(x) and begins an integration by parts approach).  
  - Criteria (c‐2): Shows or uses ∫ x f′(x)dx = x f(x) − ∫ f(x)dx.  
    ⇒ Earned 0/1 (the work includes the boundary term x f(x)∣₀³ but does not subtract ∫ f(x)dx).  
  - Criteria (c‐3): Correct final numeric answer (−4).  
    ⇒ Earned 0/1 (the final answer given is 6 instead of −4).  

- total points: 1 out of 3",1,0,3
1985,2024,BC,1,d,C,"- 1st Sentence:  
  “C′(t) is changing at an increasing rate as the evaluation ∫(from 12 to 20) C′′(t) dt ends up as a positive rate.”  
  - Criteria (correct reference to positivity of C″ on that interval): 1/1

- total points: 1 out of 1",1,0,3
2012,2024,BC,4,b,C,"- 1st Expression: “x = 4”  
  - Criteria (Fundamental Theorem of Calculus: stating g′(x) = f(x)): 0/1 (Not explicitly stated)  
  - Criteria (Identifies x=4 as the sole critical point with a reason): 1/1 (They do identify x=4 based on setting the derivative to 0)  

- Total points: 1 out of 2",1,0,3
2094,2022,AB,5,c,A,"- 1st Sentence:  
  ""The approximation found in part(b) is an underestimate because the graph of f' is concave upward meaning that the tangent line would go under the curve making it an underestimation of the actual value.""  
  - Criteria (Answer with reason, referencing concavity): 1/1  

- total points : 1 out of 1",1,0,1
2096,2022,AB,5,c,C,"- 1st Sentence: “Because fʺ(x) > 0 and concave up, f(0.8) was an underestimate.”  
  - Criteria (Answer with reason): 1/1 points  
    • The response correctly states that fʺ(x) > 0 implies f is concave up and thus the linear approximation underestimates f(0.8).

- total points: 1 out of 1",1,0,1
2131,2023,AB,2,c,B,"- ∫(from 0 to 80) v(t) dt – ∫(from 0 to 20) v(t) dt  
  - Criteria (Integral setup): 1 / 1 point (they use an equivalent expression for ∫(from 20 to 80) v(t) dt)  
  - Criteria (Numerical answer): 0 / 1 points (23.0942 is not within the required 23.383–23.384 range)  

- total points: 1 out of 2",1,0,1
2138,2023,AB,3,a,C,"- The student’s graph shows a solution curve passing through (0,5), conforming to the slope directions across the field, and staying below M=40.  
  - Criteria 1-1 (Solution curve through (0,5) and below M=40): 1/1

- total points : 1 out of 1",1,0,1
2198,2024,AB,1,d,C,"- 1st Sentence:  
  “C′(t) is changing at an increasing rate as the evaluation ∫(12 to 20) of C″(t) dt ends up as a positive rate.”  
  - Criteria (Answer with reason referencing sign of C″(t)): 1/1  

- total points: 1 out of 1",1,0,1
2200,2024,AB,2,a,B,"- “t₍R₎ = 1.426”  
  - Criteria (t₍R₎ value): earned 1/1 (correct rest time)

- “The particle is moving to the left on 0 < t < 1.426 since it is moving towards the origin and v(t) and x(t) have different signs.”  
  - Criteria (direction + reasoning): earned 0/1 (the correct direction is to the right, since v(t) > 0 for 0 < t < t₍R₎)

- total points : 1 out of 2",1,0,1
2225,2024,AB,4,b,C,"1) “k = 4”  
   – Criteria (Fundamental Theorem connection: g′(x) = f(x)): 0/1  
     (No explicit statement that g′ = f)  
   – Criteria (Identifying x = 4 as the sole critical point with a reason): 1/1  
     (Response indicates that the derivative is zero at x = 4)  

Total points: 1 out of 2",1,0,1
2231,2024,AB,5,a,C,"- f′(2) = −7/4  
  - Criteria (a)-1 (Correct derivative at (2,4)): 0/1 points  
    (They used −7/4 instead of −4/19, so the slope is incorrect.)

- Linear approximation at x = 3:  L(3) = 4 + (−7/4)(3 − 2) = 9/4  
  - Criteria (a)-2 (Approximation at x=3 using declared slope): 1/1 points  
    (They did use their declared slope consistently at x=3.)

- total points : 1 out of 2",1,0,1
